,location,beds,size_sqft,bath,balcony,price
2616,Sampige Layout,2 BHK,1315.0,2.0,2.0,90000.0
2617,Hebbal,4 BHK,3067.0,4.0,3.0,230000.0
2618,Amruthnagar,2 BHK,1210.0,2.0,2.0,72000.0
2619,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,47000.0
2620,Sathya Sai Layout,6 BHK,11338.0,9.0,1.0,1000000.0
2621,Virgonagar,3 BHK,1215.0,3.0,1.0,42200.0
2622,Kaggadasapura,3 BHK,1470.0,2.0,2.0,75000.0
2623,Dodsworth Layout,4 BHK,30000.0,4.0,,2100000.0
2624,Hosur Road,3 BHK,1590.0,2.0,2.0,125000.0
2625,Kanakpura Road,2 BHK,1050.0,2.0,1.0,36750.0
2626,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,1.0,55910.0
2627,Malleshwaram,3 BHK,2000.0,3.0,2.0,250000.0
2628,"Kudlu Village, ",3 BHK,1445.0,3.0,2.0,64000.0
2629,Sarjapur  Road,3 BHK,1220.0,3.0,2.0,58000.0
2630,Sarjapur,4 BHK,3190.0,3.0,1.0,160000.0
2631,Ramagondanahalli,2 BHK,1215.0,2.0,1.0,51260.0
2632,Budigere,3 BHK,1920.0,2.0,1.0,88000.0
2633,Dodda Nekkundi,2 BHK,1390.0,2.0,2.0,60000.0
2634,Battarahalli,3 BHK,800.0,2.0,1.0,75000.0
2635,Nagarbhavi,3 BHK,600.0,3.0,2.0,100000.0
2636,Hoodi,2 BHK,1196.0,2.0,0.0,71740.0
2637,Bannerghatta Road,3 BHK,1550.0,2.0,2.0,75000.0
2638,Thigalarapalya,2 BHK,1418.0,2.0,2.0,101000.0
2639,Varthur Road,3 BHK,1655.0,3.0,2.0,115000.0
2640,KR Puram,2 BHK,1115.0,2.0,2.0,33450.0
2641,Rajiv Gandhi Nagar,2 BHK,1170.0,2.0,2.0,68000.0
2642,Anekal,2 BHK,1035.0,2.0,2.0,38300.0
2643,Singasandra,3 BHK,1306.0,2.0,2.0,58000.0
2644,Kengeri,2 BHK,750.0,2.0,2.0,22000.0
2645,Thanisandra,3 BHK,1917.0,3.0,3.0,122000.0
2646,Kaggadasapura,3 BHK,1615.0,3.0,3.0,58000.0
2647,Marathahalli,2 BHK,1071.0,2.0,2.0,52250.0
2648,Koramangala,2 BHK,1325.0,2.0,2.0,119000.0
2649,Malleshwaram,7 BHK,3000.0,4.0,2.0,900000.0
2650,5th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,88000.0
2651,Tumkur Road,2 BHK,1246.0,2.0,1.0,82000.0
2652,Sarjapur,2 BHK,1215.0,2.0,0.0,40000.0
2653,Munnekollal,2 BHK,1200.0,2.0,2.0,49500.0
2654,Kurubarahalli,4 BHK,450.0,3.0,1.0,53000.0
2655,Kodigehaali,2 BHK,1200.0,2.0,2.0,60000.0
2656,Kaval Byrasandra,2 BHK,945.0,2.0,2.0,50000.0
2657,Benson Town,4 BHK,4460.0,5.0,,650000.0
2658,Hormavu,2 BHK,1175.0,2.0,1.0,52000.0
2659,Whitefield,2 BHK,920.0,2.0,1.0,63000.0
2660,Hosakerehalli,4 BHK,3024.0,5.0,1.0,350000.0
2661,Bidadi,2 BHK,1600.0,2.0,2.0,110000.0
2662,Sanjay nagar,4 BHK,750.0,2.0,0.0,110000.0
2663,Sector 4 HSR Layout,4 BHK,2400.0,4.0,,700000.0
2664,Bhagyalakshmi Avenue,2 BHK,955.0,1.0,2.0,34010.0
2665,Ardendale,3 BHK,1750.0,3.0,3.0,100000.0
2666,Uttarahalli,3 BHK,1425.0,2.0,2.0,64000.0
2667,Basavangudi,3 BHK,2150.0,3.0,2.0,265000.0
2668,Whitefield,2 BHK,1165.0,2.0,1.0,40500.0
2669,Kaggadasapura,2 BHK,1050.0,2.0,2.0,48000.0
2670,Cholanayakanahalli,3 BHK,1370.0,2.0,2.0,75000.0
2671,Electronic City,3 BHK,1374.0,2.0,1.0,72000.0
2672,Harlur,3 BHK,1754.0,3.0,2.0,124000.0
2673,Kothanur,3 BHK,1847.0,3.0,2.0,110000.0
2674,Ambedkar Nagar,3 BHK,1850.0,4.0,3.0,139000.0
2675,Chikka Tirupathi,3 BHK,3297.0,3.0,1.0,135000.0
2676,Doddakannelli,2 BHK,1187.0,2.0,2.0,45000.0
2677,Bommasandra Industrial Area,3 BHK,1400.0,2.0,1.0,40440.0
2678,Kengeri Hobli,3 BHK,600.0,2.0,0.0,30000.0
2679,Chamrajpet,2 BHK,1350.0,2.0,3.0,180000.0
2680,Doddaballapur,3 BHK,3000.0,2.0,2.0,120000.0
2681,Thanisandra,1 BHK,693.0,1.0,1.0,34300.0
2682,Dairy Circle,3 BHK,1980.0,3.0,2.0,224000.0
2683,KR Puram,2 BHK,1021.0,2.0,1.0,48000.0
2684,Thigalarapalya,2 BHK,1165.0,2.0,2.0,95000.0
2685,Horamavu Agara,3 BHK,1756.0,3.0,2.0,92000.0
2686,Bharathi Nagar,3 BHK,1739.0,3.0,1.0,105000.0
2687,Varthur,2 BHK,1280.0,2.0,,65000.0
2688,Marathahalli,2 BHK,1215.0,2.0,2.0,58860.0
2689,Munnekollal,2 BHK,950.0,2.0,1.0,46500.0
2690,Kengeri,3 BHK,1082.0,2.0,1.0,49000.0
2691,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,42000.0
2692,Devanahalli,2 BHK,1080.0,2.0,0.0,53350.0
2693,Arekere,2 BHK,1100.0,2.0,2.0,55000.0
2694,Ardendale,4 BHK,3200.0,4.0,1.0,205000.0
2695,Sarjapur  Road,2 BHK,1311.0,2.0,1.0,78000.0
2696,Raja Rajeshwari Nagar,3 BHK,1608.0,3.0,1.0,67980.0
2697,Begur Road,2 BHK,1160.0,2.0,2.0,36000.0
2698,Whitefield,2 BHK,1170.0,2.0,1.0,71000.0
2699,Kengeri,2 BHK,1155.0,2.0,2.0,40600.0
2700,Hebbal,3 BHK,1255.0,2.0,1.0,77680.0
2701,Rayasandra,2 BHK,1065.0,2.0,2.0,44950.0
2702,Neeladri Nagar,1 BHK,674.0,1.0,1.0,21000.0
2703,Ambedkar Nagar,3 BHK,1936.0,4.0,2.0,126000.0
2704,Sarakki Nagar,3 BHK,2289.0,3.0,2.0,260000.0
2705,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,38450.0
2706,Ramagondanahalli,3 BHK,2257.0,4.0,2.0,157000.0
2707,Nagarbhavi,2 BHK,1055.0,2.0,2.0,55000.0
2708,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,3.0,51870.0
2709,Dinnur,3 BHK,1700.0,3.0,1.0,97000.0
2710,Raja Rajeshwari Nagar,3 BHK,1575.0,2.0,2.0,78000.0
2711,Frazer Town,3 BHK,3500.0,4.0,2.0,330000.0
2712,Rajiv Nagar,2 BHK,1263.0,2.0,1.0,93320.0
2713,KR Puram,3 BHK,1559.0,3.0,0.0,69315.0
2714,Kengeri Satellite Town,2 BHK,1043.0,2.0,2.0,65000.0
2715,Hennur,2 BHK,1255.0,2.0,2.0,53500.0
2716,JP Nagar,2 BHK,1352.5,2.0,0.0,93865.0
2717,Chandapura,1 BHK,590.0,1.0,0.0,13570.0
2718,Yelahanka,3 BHK,1550.0,3.0,1.0,120000.0
2719,Sarjapur  Road,3 BHK,1220.0,3.0,3.0,56000.0
2720,Rustam Bagh Layout,3 BHK,1900.0,3.0,3.0,160000.0
2721,Vasantha Vallabha Nagar,3 BHK,1360.0,3.0,3.0,55000.0
2722,Vyalikaval,2 BHK,1100.0,2.0,1.0,75000.0
2723,8th Phase JP Nagar,3 BHK,1455.0,3.0,2.0,73310.0
2724,KR Puram,2 BHK,1035.0,2.0,1.0,40500.0
2725,Harlur,2 BHK,1152.0,2.0,2.0,69000.0
2726,Bellandur,2 BHK,1299.0,2.0,2.0,82000.0
2727,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,75000.0
2728,Rachenahalli,2 BHK,1050.0,2.0,2.0,52500.0
2729,Pai Layout,2 BHK,1050.0,2.0,2.0,40000.0
2730,Vittasandra,2 BHK,1246.0,2.0,1.0,67400.0
2731,"Sarjapur Road, ",3 BHK,1929.0,3.0,2.0,115000.0
2732,Hennur,2 BHK,1285.0,2.0,1.0,60000.0
2733,Margondanahalli,3 BHK,1200.0,2.0,0.0,65000.0
2734,"Banaswadi, ",4 BHK,3161.0,4.0,3.0,214000.0
2735,BTM 2nd Stage,3 BHK,1850.0,3.0,,170000.0
2736,Sompura,3 BHK,1025.0,2.0,0.0,37000.0
2737,Malleshwaram,2 BHK,1124.0,3.0,2.0,80000.0
2738,Balagere,2 BHK,1012.0,2.0,1.0,54590.0
2739,Giri Nagar,7 BHK,4500.0,5.0,3.0,250000.0
2740,8th Phase JP Nagar,2 BHK,871.0,2.0,2.0,55000.0
2741,Chinnapanahalli,2 BHK,1020.0,2.0,2.0,40000.0
2742,Rachenahalli,3 BHK,1550.0,3.0,3.0,73500.0
2743,Anand Nagar,3 BHK,3515.0,3.0,1.0,420000.0
2744,Akshaya Nagar,3 BHK,1410.0,2.0,2.0,80000.0
2745,Chikka Tirupathi,4 BHK,3500.0,5.0,3.0,150000.0
2746,Whitefield,2 BHK,1118.0,2.0,1.0,75000.0
2747,Thanisandra,2 BHK,1098.0,2.0,1.0,68000.0
2748,Kanakapura,2 BHK,1130.0,2.0,1.0,45200.0
2749,Sarjapur  Road,2 BHK,1145.0,2.0,2.0,75000.0
2750,Kadugodi,3 BHK,950.0,3.0,1.0,80000.0
2751,Balaji Gardens Layout,2 BHK,1051.0,2.0,1.0,33000.0
2752,Thavarekere,7 BHK,600.0,7.0,,108000.0
2753,Marathahalli,2 BHK,1102.0,2.0,2.0,53670.0
2754,Jalahalli,2 BHK,1478.0,2.0,2.0,125000.0
2755,Chandapura,1 BHK,645.0,1.0,1.0,16450.0
2756,Hebbal,2 BHK,823.0,2.0,1.0,50630.0
2757,Abbigere,2 BHK,880.0,2.0,1.0,35000.0
2758,KR Puram,4 BHK,600.0,5.0,2.0,75000.0
2759,Budigere,3 BHK,1991.0,4.0,2.0,100000.0
2760,TC Palaya,3 BHK,1100.0,3.0,1.0,50000.0
2761,Gubbalala,3 BHK,1745.0,3.0,2.0,115000.0
2762,HAL 2nd Stage,2 BHK,1226.0,3.0,1.0,135000.0
2763,Begur Road,3 BHK,680.0,4.0,1.0,68000.0
2764, Devarabeesana Halli,2 BHK,1100.0,2.0,1.0,70000.0
2765,Banashankari Stage VI,4 BHK,1200.0,4.0,3.0,195000.0
2766,5th Phase JP Nagar,2 BHK,1450.0,2.0,1.0,58000.0
2767,Singasandra,4 BHK,3366.0,4.0,,120000.0
2768,Sahakara Nagar,2 BHK,1150.0,2.0,1.0,54000.0
2769,Kanakpura Road,3 BHK,1843.0,3.0,2.0,95840.0
2770,Banashankari Stage VI,4 BHK,2200.0,4.0,2.0,195000.0
2771,Bommanahalli,2 BHK,1090.0,3.0,2.0,44000.0
2772,Kaggadasapura,2 BHK,1132.0,2.0,2.0,42000.0
2773,Hulimavu,2 BHK,1375.0,2.0,2.0,80000.0
2774,7th Phase JP Nagar,4 BHK,1500.0,5.0,3.0,220000.0
2775,Thanisandra,1 BHK,760.0,1.0,2.0,50300.0
2776,Kaggadasapura,2 BHK,1180.0,2.0,2.0,65000.0
2777,Jigani,2 BHK,918.0,2.0,2.0,45000.0
2778,Rachenahalli,5 BHK,600.0,5.0,,50000.0
2779,Margondanahalli,2 BHK,1200.0,1.0,0.0,53000.0
2780,HSR Layout,2 BHK,1372.0,2.0,1.0,61000.0
2781,1st Block HRBR Layout,7 BHK,2400.0,7.0,3.0,355000.0
2782,Ardendale,3 BHK,1728.0,3.0,2.0,95000.0
2783,Malleshwaram,3 BHK,2215.0,3.0,1.0,275000.0
2784,BTM 2nd Stage,2 BHK,1200.0,2.0,2.0,80000.0
2785,6th Phase JP Nagar,2 BHK,1280.0,2.0,,56000.0
2786,Hulimavu,4 BHK,800.0,4.0,,110000.0
2787,Byrasandra,3 BHK,1455.0,2.0,2.0,56000.0
2788, Rachenahalli,1 RK,440.0,1.0,0.0,28000.0
2789,Kanakpura Road,3 BHK,1500.0,3.0,2.0,97000.0
2790,Whitefield,3 BHK,1800.0,3.0,,110000.0
2791,Mysore Road,3 BHK,1525.0,3.0,2.0,96000.0
2792,Rachenahalli,2 BHK,1204.0,2.0,3.0,38500.0
2793,Old Madras Road,2 BHK,1225.0,2.0,1.0,53550.0
2794,Kalyan nagar,6 BHK,800.0,6.0,3.0,98000.0
2795,Bannerghatta Road,3 BHK,1650.0,3.0,,122000.0
2796,Electronic City,3 BHK,880.0,2.0,1.0,18000.0
2797,Bikasipura,4 BHK,4200.0,4.0,2.0,255000.0
2798,Tippenahalli,2 BHK,1200.0,2.0,0.0,55000.0
2799,Sarjapur  Road,4 BHK,1152.0,4.0,1.0,230000.0
2800,9th Phase JP Nagar,2 BHK,1005.0,2.0,1.0,42000.0
2801,Whitefield,3 BHK,1562.0,3.0,2.0,103000.0
2802,Devanahalli,4 BHK,5000.0,5.0,2.0,395000.0
2803,Babusapalaya,6 BHK,810.0,5.0,2.0,95000.0
2804,Ramamurthy Nagar,2 BHK,1200.0,2.0,3.0,42000.0
2805,Kasavanhalli,3 BHK,1555.0,3.0,2.0,82500.0
2806,KR Puram,2 BHK,1550.0,2.0,1.0,71000.0
2807,Whitefield,2 BHK,1190.0,2.0,2.0,67000.0
2808,Chikkalasandra,2 BHK,1070.0,2.0,2.0,50000.0
2809,Sarjapur  Road,nan,1800.0,,,28785.0
2810,Jalahalli East,2 BHK,1020.0,2.0,1.0,42480.0
2811,Yelahanka,3 BHK,1610.0,3.0,1.0,115000.0
2812,Prestige Sunrise,1 BHK,700.0,1.0,1.0,41000.0
2813,Akshaya Vana,3 BHK,1300.0,2.0,1.0,49000.0
2814,Hebbal,2 BHK,1420.0,2.0,1.0,123000.0
2815,Vidyaranyapura,9 BHK,1200.0,9.0,2.0,100000.0
2816,Hebbal,3 BHK,1069.0,3.0,2.0,65400.00000000001
2817,Marathahalli,3 BHK,1900.0,3.0,3.0,123000.0
2818,Old Airport Road,2 BHK,1655.0,2.0,1.0,97650.0
2819,Uttarahalli,2 BHK,1155.0,2.0,2.0,40420.0
2820,Sarjapur  Road,3 BHK,1300.0,2.0,2.0,70000.0
2821,Electronic City,2 BHK,1100.0,2.0,2.0,45000.0
2822,Doddathoguru,2 BHK,1030.0,2.0,2.0,42000.0
2823,Vittasandra,2 BHK,2105.0,2.0,1.0,70200.0
2824,Bhoganhalli,3 BHK,1700.0,3.0,2.0,126000.0
2825,Jakkur,3 BHK,1760.0,3.0,2.0,139000.0
2826,Kadugodi,9 BHK,6200.0,9.0,0.0,200000.0
2827,1st Stage Indira Nagar,2 BHK,1400.0,2.0,1.0,67000.0
2828,Srigandada Kaval,2 BHK,1200.0,2.0,0.0,53000.0
2829,Bannerghatta Road,2 BHK,912.0,2.0,1.0,55000.0
2830,Whitefield,2 BHK,1102.0,2.0,1.0,48000.0
2831,Channasandra Layout,3 BHK,1535.0,3.0,1.0,55000.0
2832,Haralur Road,2 BHK,1243.0,2.0,2.0,46000.0
2833,Jigani,2 BHK,918.0,2.0,2.0,63200.0
2834,Begur Road,3 BHK,1500.0,2.0,3.0,70000.0
2835,Mathikere Extension,3 BHK,3000.0,3.0,0.0,250000.0
2836,Kasavanhalli,3 BHK,1476.0,3.0,0.0,89000.0
2837,Mysore Road,2 BHK,1200.0,2.0,3.0,65000.0
2838,Vijayanagar,1 BHK,606.0,1.0,0.0,34780.0
2839,Viswajit Layout,2 BHK,1100.0,2.0,3.0,61000.0
2840,Garudachar Palya,3 BHK,1295.0,2.0,1.0,59500.0
2841,Neeladri Nagar,1 BHK,527.0,1.0,0.0,26000.0
2842,OMBR Layout,2 BHK,1300.0,2.0,2.0,80000.0
2843,Bommanahalli,3 BHK,680.0,4.0,1.0,68000.0
2844,Adityanagar,1 BHK,1260.0,1.0,0.0,41000.0
2845,Koramangala,2 BHK,1140.0,2.0,1.0,75200.0
2846,BDS Layout,1 BHK,1500.0,1.0,0.0,37500.0
2847,Whitefield,3 BHK,2321.0,4.0,1.0,128000.0
2848,Sarjapur  Road,2 BHK,1390.0,2.0,2.0,62000.0
2849,Sarjapur  Road,3 BHK,1725.0,3.0,3.0,90000.0
2850,Hebbal,4 BHK,3067.0,4.0,1.0,310000.0
2851,Hennur Road,3 BHK,1186.0,2.0,1.0,63000.0
2852,Kanakpura Road,2 BHK,1230.0,2.0,1.0,85000.0
2853, Mysore Highway,1 BHK,600.0,1.0,1.0,17000.0
2854,Yeshwanthpur,3 BHK,1313.0,3.0,1.0,96000.0
2855,TC Palaya,2 BHK,900.0,2.0,0.0,55000.0
2856,Ambalipura,2 BHK,1250.0,2.0,2.0,66250.0
2857,HBR Layout,9 BHK,1200.0,6.0,3.0,280000.0
2858,Binny Pete,1 BHK,660.0,1.0,1.0,54000.0
2859,Basavangudi,2 BHK,1036.0,2.0,2.0,105000.0
2860,Koramangala,4 BHK,2700.0,4.0,3.0,450000.0
2861,Old Madras Road,2 BHK,1100.0,2.0,1.0,70000.0
2862,Devanahalli,nan,1950.0,,,46800.0
2863,BTM 2nd Stage,4 BHK,1500.0,2.0,1.0,450000.0
2864,Singasandra,4 BHK,525.0,5.0,2.0,56000.0
2865,Electronics City Phase 1,2 BHK,1015.0,2.0,1.0,56000.0
2866,Gottigere,1 BHK,812.0,1.0,0.0,26000.0
2867,Narayana Nagar 1st Block,3 BHK,1360.0,2.0,2.0,65000.0
2868,Nehru Nagar,3 BHK,2167.0,3.0,3.0,170000.0
2869,Raja Rajeshwari Nagar,2 BHK,1200.0,2.0,1.0,35000.0
2870,Gopalkrishna Nagar,2 BHK,1165.0,2.0,2.0,75000.0
2871,BTM 2nd Stage,2 BHK,1274.0,2.0,2.0,70000.0
2872,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,2.0,39020.0
2873,Vidyaranyapura,6 BHK,1060.0,6.0,3.0,110000.0
2874,Thubarahalli,3 BHK,1626.0,2.0,2.0,120000.0
2875,Banashankari Stage V,2 BHK,1035.0,2.0,2.0,35770.0
2876,Shanthi Layout,3 BHK,1272.0,4.0,0.0,75000.0
2877,Jeevan bima nagar,2 BHK,965.0,2.0,1.0,45000.0
2878,Esther Enclave Layout,5 BHK,1600.0,5.0,2.0,140000.0
2879,Kothannur,2 BHK,1070.0,2.0,1.0,42790.0
2880,Raja Rajeshwari Nagar,3 BHK,1570.0,2.0,2.0,65000.0
2881,Volagerekallahalli,2 BHK,117.0,2.0,2.0,38000.0
2882,Keerthi Layout,2 BHK,780.0,2.0,2.0,25000.0
2883,Ganga Nagar Extension,3 BHK,1000.0,2.0,1.0,65000.0
2884,9th Phase JP Nagar,4 BHK,1200.0,3.0,2.0,188000.0
2885,Tindlu,7 BHK,7500.0,7.0,2.0,400000.0
2886,5th Phase JP Nagar,3 BHK,1700.0,2.0,3.0,100000.0
2887,Haralur Road,3 BHK,1850.0,3.0,,110000.0
2888,Kereguddadahalli,2 BHK,904.0,2.0,1.0,30000.0
2889,Shikaripalya,2 BHK,1121.0,2.0,1.0,43720.0
2890,7th Phase JP Nagar,3 BHK,1385.0,2.0,2.0,58170.0
2891,Sahakara Nagar,2 BHK,1270.0,2.0,1.0,69850.0
2892,Kanakpura Road,3 BHK,1450.0,3.0,3.0,56000.0
2893,Huttanahalli,3 BHK,2400.0,4.0,2.0,325000.0
2894,Mahadevpura,1 BHK,730.0,1.0,1.0,35000.0
2895,Raja Rajeshwari Nagar,3 BHK,1580.0,3.0,3.0,53560.0
2896,Thanisandra,2 BHK,1111.0,2.0,1.0,50000.0
2897,Kengeri,4 BHK,1125.0,2.0,1.0,88000.0
2898,Varthur,2 BHK,977.0,2.0,2.0,36000.0
2899,Gunjur Palya,2 BHK,674.0,1.0,1.0,19900.0
2900,Nagarbhavi,3 BHK,600.0,3.0,1.0,83000.0
2901,Sarjapur,4 BHK,2540.0,4.0,1.0,115000.0
2902,Jakkur,2 BHK,1290.0,2.0,1.0,100000.0
2903,Kumaraswami Layout,3 BHK,600.0,3.0,1.0,98000.0
2904,Abbigere,2 BHK,795.0,2.0,1.0,32540.0
2905,Kanakpura Road,2 BHK,700.0,1.0,1.0,35000.0
2906,Ambedkar Colony,2 BHK,1463.0,1.0,1.0,142000.0
2907,Vijayanagar,3 BHK,1000.0,3.0,0.0,140000.0
2908,Reliable Woods Layout,3 BHK,1306.0,2.0,2.0,58000.0
2909,4th T block Jayanagar,3 BHK,2401.0,3.0,2.0,185000.0
2910,Bommenahalli,4 BHK,1670.0,3.0,0.0,135000.0
2911,Jayanagar,3 BHK,1875.0,2.0,3.0,235000.0
2912,Marsur,3 BHK,1200.0,3.0,1.0,90000.0
2913,Dodda Nekkundi,3 BHK,1804.0,3.0,2.0,121000.0
2914,1st Phase JP Nagar,3 BHK,2065.0,4.0,1.0,210000.0
2915,Hoskote,3 BHK,1225.0,3.0,1.0,40000.0
2916,Thanisandra,2 BHK,1185.5,2.0,0.0,58680.0
2917,Bellandur,2 BHK,900.0,2.0,2.0,56000.0
2918,Binny Pete,2 BHK,1350.0,2.0,1.0,91000.0
2919,Kaggalipura,1 BHK,700.0,1.0,0.0,36000.0
2920,Mysore Road,2 BHK,1005.0,2.0,0.0,35175.0
2921,Poorna Pragna Layout,2 BHK,1160.0,2.0,1.0,46390.0
2922,Hennur Road,3 BHK,1680.0,3.0,,99270.0
2923,LB Shastri Nagar,2 BHK,1043.0,2.0,2.0,55000.0
2924,Hoskote,4 BHK,1200.0,4.0,1.0,120000.0
2925,Hebbal,2 BHK,1040.0,2.0,2.0,46000.0
2926,Tindlu,3 BHK,1357.0,2.0,2.0,65000.0
2927,Nayandanahalli,7 BHK,1600.0,7.0,1.0,104000.0
2928,Vibhutipura Extension,2 BHK,1225.0,2.0,2.0,47000.0
2929,Sunkadakatte,9 BHK,1500.0,6.0,1.0,80000.0
2930,Yelachenahalli,2 BHK,1130.0,2.0,2.0,40000.0
2931,Basavangudi,4 BHK,2500.0,4.0,1.0,150000.0
2932,Sultan Palaya,3 BHK,1700.0,3.0,3.0,120000.0
2933,Doddathoguru,3 BHK,1549.0,3.0,2.0,65000.0
2934,Yeshwanthpur,2 BHK,1400.0,2.0,2.0,100000.0
2935,Dodda Nekkundi,2 BHK,1080.0,2.0,2.0,50000.0
2936,Ulsoor,2 BHK,1180.0,2.0,2.0,100000.0
2937,Chandra Layout,7 BHK,780.0,7.0,3.0,150000.0
2938,Domlur,3 BHK,1800.0,3.0,2.0,150000.0
2939,Haralur Road,2 BHK,1225.0,2.0,1.0,67380.0
2940,Chandra Layout,1 BHK,890.0,1.0,1.0,75000.0
2941,Abbigere,2 BHK,1005.0,2.0,1.0,39590.0
2942,Whitefield,2 BHK,1320.0,2.0,1.0,95000.0
2943,Anandapura,4 BHK,1475.0,2.0,1.0,50000.0
2944,Kudlu Gate,3 BHK,1707.0,,,99745.0
2945,Hagadur,2 BHK,1110.0,2.0,2.0,51000.0
2946,Popular Colony,2 BHK,1300.0,2.0,0.0,54000.0
2947,Vajarahalli,5 BHK,600.0,3.0,1.0,86000.0
2948,Electronic City,2 BHK,1128.0,2.0,1.0,65349.99999999999
2949,Jakkur,2 BHK,1452.19,2.0,1.0,100000.0
2950,8th block Koramangala,3 BHK,2400.0,3.0,2.0,290000.0
2951,Banashankari,3 BHK,2600.0,4.0,1.0,135000.0
2952,Sarakki Nagar,3 BHK,2500.0,4.0,2.0,325000.0
2953,Sanjay nagar,2 BHK,630.0,1.0,1.0,35000.0
2954,Hosa Road,2 BHK,1243.0,2.0,2.0,48500.0
2955,Soundarya Layout,2 BHK,960.0,2.0,2.0,32000.0
2956,"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690.0,3.0,2.0,100000.0
2957,Whitefield,2 BHK,735.0,2.0,1.0,35000.0
2958,Banaswadi,2 BHK,1365.0,2.0,2.0,73000.0
2959,Rajaji Nagar,5 BHK,2849.0,5.0,0.0,300000.0
2960,Hebbal,2 BHK,1420.0,2.0,1.0,99390.0
2961,Somasundara Palya,3 BHK,1570.0,3.0,3.0,68000.0
2962,Bisuvanahalli,2 BHK,850.0,1.0,1.0,32000.0
2963,7th Phase JP Nagar,3 BHK,1575.0,2.0,2.0,110000.0
2964,Thigalarapalya,2 BHK,1418.0,2.0,2.0,104000.0
2965,Uttarahalli,2 BHK,1050.0,2.0,1.0,42000.0
2966,Hennur Road,2 BHK,1065.0,2.0,1.0,42600.0
2967,Ulsoor,3 BHK,1340.0,3.0,0.0,90000.0
2968,Yelahanka New Town,3 BHK,1610.0,3.0,2.0,92000.0
2969,Electronic City Phase II,2 BHK,1160.0,2.0,1.0,33500.0
2970,Kudlu,2 BHK,1092.0,2.0,2.0,44000.0
2971,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,47000.0
2972,Yelahanka,3 BHK,1455.0,3.0,1.0,61500.0
2973,Abbigere,1 BHK,734.0,1.0,0.0,19820.0
2974,Samethanahalli,2 BHK,799.0,2.0,1.0,38000.0
2975,Whitefield,3 BHK,1896.0,3.0,1.0,75000.0
2976,Ardendale,2 BHK,1100.0,2.0,1.0,48000.0
2977,Bellandur,2 BHK,1350.0,2.0,1.0,79000.0
2978,Amarjyothi Colony,3 BHK,1355.0,3.0,1.0,61000.0
2979,Electronic City,2 BHK,1128.0,2.0,1.0,65000.0
2980,Pattanagere,2 BHK,1350.0,2.0,0.0,90000.0
2981,Cunningham Road,3 BHK,3875.0,3.0,2.0,864000.0
2982,Kasavanhalli,3 BHK,1493.0,3.0,2.0,82000.0
2983,8th Phase JP Nagar,2 BHK,1098.0,2.0,1.0,43910.0
2984,Banashankari,3 BHK,1900.0,2.0,1.0,170000.0
2985,Dollars Layout,3 BHK,1460.0,3.0,2.0,88000.0
2986,Frazer Town,3 BHK,2350.0,4.0,3.0,285000.0
2987,Horamavu Banaswadi,5 BHK,1600.0,5.0,3.0,140000.0
2988,Varthur,2 BHK,1091.0,2.0,1.0,32000.0
2989,Yelahanka,2 BHK,1180.0,2.0,3.0,42000.0
2990,Kanakpura Road,2 BHK,1366.0,3.0,1.0,76850.0
2991,RMV Extension,3 BHK,1685.0,3.0,2.0,95000.0
2992,Koramangala,2 BHK,1260.0,2.0,3.0,100000.0
2993,Whitefield,3 BHK,3010.0,3.0,2.0,200000.0
2994,Ramamurthy Nagar,3 BHK,1330.0,4.0,1.0,140000.0
2995,Mallasandra,2 BHK,1200.0,2.0,0.0,130000.0
2996,Whitefield,2 BHK,1346.0,2.0,1.0,96170.0
2997,Chandapura,1 BHK,630.0,1.0,0.0,13860.0
2998,Sarjapur  Road,3 BHK,1476.0,,,98940.0
2999,7th Phase JP Nagar,3 BHK,1850.0,3.0,2.0,140000.0
3000,Frazer Town,5 BHK,2350.0,2.0,0.0,423000.0
3001,Electronic City,2 BHK,755.0,1.0,1.0,34000.0
3002,Basaveshwara Nagar Yelahanka,5 BHK,800.0,5.0,2.0,98000.0
3003,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46000.0
3004,Whitefield,3 BHK,3850.0,5.0,,316000.0
3005,Hebbal,4 BHK,4235.0,4.0,2.0,365000.0
3006,Kurubarahalli,1 BHK,800.0,1.0,0.0,52000.0
3007,Rachenahalli,3 BHK,2250.0,3.0,1.0,195000.0
3008,Vijayanagar,2 BHK,1352.0,2.0,2.0,68000.0
3009,Thanisandra,3 BHK,2002.0,3.0,2.0,112000.0
3010,Bileshivale,4 BHK,4000.0,5.0,1.0,280000.0
3011,Kaval Byrasandra,2 BHK,1060.0,2.0,2.0,45000.0
3012,Kanakpura Road,3 BHK,1419.59,2.0,1.0,59000.0
3013,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,51150.0
